stkcd,day,open_morning,close_morning,volume_morning,high_morning,low_morning,open_afternoon,close_afternoon,volume_afternoon,high_afternoon,low_afternoon,rtn_morning,rtn_afternoon,lh_rtnDiff,lh_volDiff,std_morning,std_afternoon,lh_stdDiff,daily_return,volatility_morning,volatility_afternoon,avg_volatility_morning,avg_volatility_afternoon,intraDSRtn_byT,intraDSVol_byT,intraDSStd_byP,intraDSVol_byP,intraDSStd_byV,intraDSRtn_byV,intraDSRtn_byT_20d_mean,intraDSVol_byT_20d_mean,intraDSStd_byP_20d_mean,intraDSVol_byP_20d_mean,intraDSStd_byV_20d_mean,intraDSRtn_byV_20d_mean,avg_intraDSRtn_byT,intraDS2,intraDS2_final,cumulative_return,intraDSVol_byTN,intraDSVol_byPN,intraDS2Rtn_byVN
000004.XSHE,2024-01-10,117.8,116.23,188973.0,118.02,114.67,121.89,120.85,143071.0,121.89,120.48,-0.013327674023769,-0.0085322832061695,0.0047953908175994,0.757097574785816,0.0284380305602716,0.0115678070391336,0.406772438570132,0.0615159597350081,0.0284380305602716,0.0115678070391336,0.036159640861335,0.0098270953890069,0.2192684131560581,0.1382407150817891,0.4215886642190075,0.1382407150817891,0.4215886642190075,0.2192684131560581,0.7061548836216099,0.3335493615864218,0.5258482373093145,0.3335493615864218,0.5258482373093145,0.7061548836216099,0.7347249966273811,0.5403089529714916,0.0009585298796918115,0.49817384919810753,-0.1953086465046327,-0.1953086465046327,-0.48688647046555183
000004.XSHE,2024-01-11,119.73,123.38,491525.0,124.2,118.84,125.02,125.54,246079.0,125.61,124.5,0.0304852584982877,0.004159334506479,-0.0263259239918087,0.500643914348202,0.0447673933015952,0.0088785794272916,0.1983269244085124,-0.0114281082833521,0.0447673933015952,0.0088785794272916,0.036159640861335,0.0098270953890069,0.7596662291831715,0.3327612106179907,0.6688689450407089,0.3327612106179907,0.6688689450407089,0.7596662291831715,0.7420997317592926,0.3352172396055491,0.5393825021803478,0.3352172396055491,0.5393825021803478,0.7420997317592926,0.7347249966273811,0.01668978325567315,2.96083487940776e-05,0.49248066450553724,-0.002456028987558423,-0.002456028987558423,0.017566497423878946
000004.XSHE,2024-01-12,123.6,121.97,402512.0,124.35,121.89,120.1,119.36,158180.0,120.18,119.14,-0.0131877022653721,-0.0061615320566194,0.0070261702087526,0.3929820725841714,0.0199029126213591,0.0086594504579517,0.4350845839848943,-0.040337787980651,0.0199029126213591,0.0086594504579517,0.036159640861335,0.0098270953890069,0.3629363688609909,0.4357686572942762,0.3935083049378137,0.4357686572942762,0.3935083049378137,0.3629363688609909,0.7324653309371225,0.3564942665218638,0.5580379337261594,0.3564942665218638,0.5580379337261594,0.7324653309371225,0.7347249966273811,0.33870668348989436,0.0006008793206014319,0.47261508387614276,0.07927439077241244,0.07927439077241244,-0.3695289620761316
000004.XSHE,2024-01-15,117.42,117.05,267152.0,119.36,116.46,117.13,117.27,90263.0,117.57,117.05,-0.0031510815874638,0.0011952531375394,0.0043463347250033,0.3378713241899742,0.0246976664963379,0.004439511653718,0.1797542959929562,-0.0076035882101666,0.0246976664963379,0.004439511653718,0.036159640861335,0.0098270953890069,0.997704492278198,0.494912076983481,0.6950297122529846,0.494912076983481,0.6950297122529846,0.997704492278198,0.7323929138315177,0.3588950924980191,0.5569454973549179,0.3588950924980191,0.5569454973549179,0.7323929138315177,0.7347249966273811,0.1517972185088825,0.00026929438943157385,0.4690215133964352,0.1360169844854619,0.1360169844854619,0.2653115784466803
000004.XSHE,2024-01-16,116.9,116.16,127965.0,117.27,115.71,112.21,113.48,86505.0,113.55,111.99,-0.0063301967493585,0.0113180643436414,0.0176482610929999,0.6760051576602978,0.0133447390932421,0.0139025042331343,1.041796631316282,-0.0237603305785123,0.0133447390932421,0.0139025042331343,0.036159640861335,0.0098270953890069,0.999433692822451,0.193313750165836,0.0204630062260358,0.193313750165836,0.0204630062260358,0.999433692822451,0.7325318748045209,0.3567930288434532,0.5414973980318506,0.3567930288434532,0.5414973980318506,0.7325318748045209,0.7347249966273811,0.15264299131075254,0.00027079482450222104,0.45787740718970177,-0.16347927867761722,-0.16347927867761722,0.2669018180179301
000004.XSHE,2024-01-17,113.18,113.4,152207.0,115.04,112.06,112.73,111.69,85844.0,112.73,111.47,0.001943806326206,-0.0092255832520181,-0.0111693895782241,0.5639950856399508,0.0263297402367909,0.011177148939945,0.424506616450664,-0.0301587301587301,0.0263297402367909,0.011177148939945,0.036159640861335,0.0098270953890069,0.9991054967777956,0.2787763966427876,0.4038871993214714,0.2787763966427876,0.4038871993214714,0.9991054967777956,0.7653119872676017,0.3475817033138996,0.5298338583738248,0.3475817033138996,0.5298338583738248,0.7653119872676017,0.7347249966273811,0.15248259638416004,0.00027051027743180074,0.4440684060204886,-0.06880530667111201,-0.06880530667111201,0.23379350951019384
000004.XSHE,2024-01-18,110.2,109.98,156218.0,112.14,109.08,108.34,109.53,101224.0,109.98,108.04,-0.0019963702359346,0.0109839394498799,0.0129803096858146,0.6479663034989566,0.0277676950998185,0.0179065903636699,0.6448713261687655,-0.0081833060556465,0.0277676950998185,0.0179065903636699,0.036159640861335,0.0098270953890069,0.9992301954116676,0.213617047715073,0.2158533210293891,0.213617047715073,0.2158533210293891,0.9992301954116676,0.7854005196380558,0.3456680036010532,0.519314276421613,0.3456680036010532,0.519314276421613,0.7854005196380558,0.7347249966273811,0.15254354585586735,0.00027061840425343046,0.44043445834437983,-0.1320509558859802,-0.1320509558859802,0.21382967577361178
000004.XSHE,2024-01-19,109.98,109.08,122172.0,109.98,108.12,110.13,109.98,71476.0,110.28,109.9,-0.0081833060556465,-0.0013620266957231,0.0068212793599233,0.5850440362767246,0.016912165848336,0.0034504676291654,0.2040228117503337,-0.0143014301430143,0.016912165848336,0.0034504676291654,0.036159640861335,0.0098270953890069,0.7138714618751075,0.2617945963675435,0.6607735928708947,0.2617945963675435,0.6607735928708947,0.7138714618751075,0.7711619275696826,0.3346966061071183,0.5157416769958998,0.3346966061071183,0.5157416769958998,0.7711619275696826,0.7347249966273811,0.014395583168827738,2.5538345287493278e-05,0.43413561570579134,-0.07290200973957484,-0.07290200973957484,-0.05729046569457508
000004.XSHE,2024-01-22,109.38,107.52,149530.0,109.9,107.07,102.31,100.6,164865.0,102.31,99.63,-0.0170049369171694,-0.0167139087088261,0.0002910282083432,1.102554671303417,0.0258731029438655,0.0261948978594468,1.0124374303414427,-0.0685453869047618,0.0258731029438655,0.0261948978594468,0.036159640861335,0.0098270953890069,0.0086284663154613,0.0487762209943295,0.0061790950231875,0.0487762209943295,0.0061790950231875,0.0086284663154613,0.7216325430707452,0.3338314058973246,0.4866116952391727,0.3338314058973246,0.4866116952391727,0.7216325430707452,0.7347249966273811,0.976771884156687,0.0017328327273830194,0.4043776219581009,-0.2850551849029951,-0.2850551849029951,-0.7130040767552839
000004.XSHE,2024-01-23,99.78,100.15,164288.0,102.16,98.73,100.22,100.15,48363.0,100.45,100.0,0.0037081579474845,-0.0006984633805626,-0.0044066213280472,0.294379382547721,0.0343756263780316,0.0044901217321892,0.1306193429847931,0.0133799301048427,0.0343756263780316,0.0044901217321892,0.036159640861335,0.0098270953890069,0.9977358258140684,0.5451420402187085,0.7687441682436768,0.5451420402187085,0.7687441682436768,0.9977358258140684,0.7501250202795278,0.3418229160773595,0.4924234841765679,0.3418229160773595,0.4924234841765679,0.7501250202795278,0.7347249966273811,0.1518125591379626,0.0002693216043264329,0.4097881662758628,0.203319124141349,0.203319124141349,0.24761080553454062
000004.XSHE,2024-01-24,100.22,101.49,140816.0,102.16,100.22,100.67,101.19,86020.0,101.27,100.67,0.0126721213330672,0.0051653918744412,-0.007506729458626,0.6108680831723667,0.0193574136898822,0.0059600675474321,0.3078958606204384,-0.0007882550004926,0.0193574136898822,0.0059600675474321,0.036159640861335,0.0098270953890069,0.4206036645748462,0.2415665943570876,0.5289648037607503,0.2415665943570876,0.5289648037607503,0.4206036645748462,0.7468641196852296,0.3404421416424964,0.4851254909563199,0.3404421416424964,0.4851254909563199,0.7468641196852296,0.7347249966273811,0.27188680046910674,0.0004823381524777272,0.4094651487046531,-0.09887554728540882,-0.09887554728540882,-0.3262604551103834
000004.XSHE,2024-01-25,101.71,101.41,94412.0,102.23,100.52,107.82,108.12,144477.0,108.12,107.52,-0.0029495624815652,0.0027824151363384,0.0057319776179036,1.5302821675210778,0.0168125061449219,0.0055648302726767,0.330993501189445,0.0756335667093974,0.0168125061449219,0.0055648302726767,0.036159640861335,0.0098270953890069,0.9982584397457734,0.2095743211194498,0.5024124202378698,0.2095743211194498,0.5024124202378698,0.9982584397457734,0.7468055304062298,0.3200041319705113,0.4701662018057476,0.3200041319705113,0.4701662018057476,0.7468055304062298,0.7347249966273811,0.15206834462680985,0.00026977537810253505,0.44043445834437983,-0.11042981085106152,-0.11042981085106152,0.2514529093395437
000004.XSHE,2024-01-26,107.74,109.08,523408.0,110.65,106.48,111.62,110.05,149046.0,111.69,109.98,0.0124373491739372,-0.0140655796452249,-0.0265029288191622,0.2847606456148931,0.0387042881009838,0.01531983515499,0.3958175154912784,-0.0156765676567656,0.0387042881009838,0.01531983515499,0.036159640861335,0.0098270953890069,0.9996228255253048,0.5567101987562464,0.4327719510727588,0.5567101987562464,0.4327719510727588,0.9996228255253048,0.7468521756421882,0.3355049298242257,0.4572840809468812,0.3355049298242257,0.4572840809468812,0.7468521756421882,0.7347249966273811,0.15273539607249692,0.0002709587542773445,0.43352995775977327,0.2212052689320207,0.2212052689320207,0.2527706498831166
000004.XSHE,2024-01-29,107.82,107.37,393540.0,110.72,106.18,111.54,110.95,192197.0,111.99,109.75,-0.0041736227045074,-0.0052895822126591,-0.0011159595081517,0.488379834324338,0.0421072157299201,0.0200824816209431,0.476936821226892,0.0007450870820526,0.0421072157299201,0.0200824816209431,0.036159640861335,0.0098270953890069,0.1178016856924003,0.3437430109359022,0.3540971266264749,0.3437430109359022,0.3540971266264749,0.1178016856924003,0.7027797734270885,0.343114161887635,0.4423585001967642,0.343114161887635,0.4423585001967642,0.7027797734270885,0.7347249966273811,0.7236325705731645,0.0012837533729506227,0.43385297533098294,0.0006288490482672104,0.0006288490482672104,-0.5849780877346882
000004.XSHE,2024-01-30,107.0,107.45,312062.0,111.69,106.48,102.68,102.16,134541.0,102.98,102.16,0.0042056074766355,-0.0050642773665758,-0.0092698848432114,0.4311354794880505,0.0486915887850466,0.0079859758472926,0.1640114041574496,-0.0900884132154491,0.0486915887850466,0.0079859758472926,0.036159640861335,0.0098270953890069,0.998922400421023,0.3974917320215607,0.718069530800273,0.3974917320215607,0.718069530800273,0.998922400421023,0.7028152710468816,0.3419421512955137,0.445362956188372,0.3419421512955137,0.445362956188372,0.7028152710468816,0.7347249966273811,0.15239308772508608,0.0002703514854596491,0.3947678492146133,0.05554958072604699,0.05554958072604699,0.2961071293741414
000004.XSHE,2024-01-31,102.01,97.77,209885.0,102.9,97.02,91.96,91.96,32983.0,91.96,91.96,-0.0415645524948535,0.0,0.0415645524948535,0.157147961979179,0.057641407705127,1e-05,0.0001734863945578,-0.0861204868569091,0.057641407705127,0.0,0.036159640861335,0.0098270953890069,0.9997594682468022,0.7283874367669522,0.9994797213388644,0.7283874367669522,0.9994797213388644,0.9997594682468022,0.7028268668066475,0.3696241225596736,0.4951971181296001,0.3696241225596736,0.4951971181296001,0.7028268668066475,0.7347249966273811,0.15280214321044036,0.00027107716639276626,0.3607702498447959,0.3587633142072786,0.3587633142072786,0.29693260144015465
000004.XSHE,2024-02-01,86.37,89.35,327451.0,91.21,85.63,89.65,89.43,87415.0,90.77,89.43,0.0345027208521476,-0.0024539877300613,-0.0369567085822089,0.2669559720385645,0.0646057658909343,0.0149470161740099,0.2313573094891105,0.0058198097369894,0.0646057658909343,0.0149470161740099,0.036159640861335,0.0098270953890069,0.9997294863301728,0.5785868207908436,0.6241454663612662,0.5785868207908436,0.6241454663612662,0.9997294863301728,0.7078577000028028,0.374264539215789,0.4845132021397768,0.374264539215789,0.4845132021397768,0.7078577000028028,0.7347249966273811,0.15278749856607868,0.000271051186202875,0.36286986405765875,0.20432228157505455,0.20432228157505455,0.29187178632737
000004.XSHE,2024-02-02,91.06,89.87,156741.0,93.0,89.72,84.51,84.59,77409.0,86.82,84.07,-0.0130683066110256,0.0009466335344929,0.0140149401455186,0.4938656764981721,0.0360202064572809,0.0325405277481954,0.9033964807166704,-0.1515522421275176,0.0360202064572809,0.0325405277481954,0.036159640861335,0.0098270953890069,0.999286984479346,0.3388084561034034,0.0507458283683878,0.3388084561034034,0.0507458283683878,0.999286984479346,0.7541834582006464,0.3604834461863623,0.465997859647665,0.3604834461863623,0.465997859647665,0.7541834582006464,0.7347249966273811,0.15257129998035557,0.0002706676411899283,0.30787612255921304,-0.021674990082958923,-0.021674990082958923,0.2451035262786997
000004.XSHE,2024-02-05,84.51,76.25,294758.0,84.51,76.1,76.1,76.1,8407.0,76.1,76.1,-0.0977399124363981,0.0,0.0977399124363981,0.0285217025492098,0.0995148503135724,1e-05,0.0001004875148632,-0.101639344262295,0.0995148503135724,0.0,0.036159640861335,0.0098270953890069,0.9998976981180776,0.9445384526266376,0.9996985980296804,0.9445384526266376,0.9996985980296804,0.9998976981180776,0.7542066156978899,0.3825602875161127,0.4916095180715149,0.3825602875161127,0.4916095180715149,0.7542066156978899,0.7347249966273811,0.15286965493845261,0.00027119693492181523,0.27658379534827665,0.5619781651105249,0.5619781651105249,0.24569108242018767
000004.XSHE,2024-02-06,70.74,68.5,260353.0,70.81,68.5,70.29,68.88,205223.0,70.36,68.5,-0.0316652530392987,-0.0200597524541188,0.0116055005851799,0.7882490311231289,0.0326547921967769,0.0264618011096884,0.8103497015148732,-0.0413138686131386,0.0326547921967769,0.0264618011096884,0.036159640861335,0.0098270953890069,0.2243258790541073,0.1184124611208822,0.1047412127228265,0.1184124611208822,0.1047412127228265,0.2243258790541073,0.7407894587341411,0.370046109834039,0.4785011334242162,0.370046109834039,0.4785011334242162,0.7407894587341411,0.7347249966273811,0.5321863611739922,0.0009441200741618011,0.26515704876673474,-0.2516336487131568,-0.2516336487131568,-0.5164635796800339
000004.XSHE,2024-02-07,70.51,65.67,408440.0,70.51,64.04,66.42,67.91,129481.0,68.28,66.19,-0.0686427457098284,0.0224330021077987,0.0910757478176272,0.3170135148369405,0.0917600340377251,0.0314664257753689,0.3429208162938582,0.0295416476320997,0.0917600340377251,0.0314664257753689,0.036159640861335,0.0098270953890069,0.9998902133402908,0.5185873018432338,0.4892513818864986,0.5185873018432338,0.4892513818864986,0.9998902133402908,0.7798205487433527,0.3890634391721113,0.4818842693075907,0.3890634391721113,0.4818842693075907,0.7798205487433527,0.7347249966273811,0.15286599963449832,0.0002711904502651382,0.2729902248685691,0.12952386267112248,0.12952386267112248,0.2200696645969381
000004.XSHE,2024-02-08,66.27,67.61,232539.0,67.91,64.78,70.66,71.7,204483.0,71.93,70.59,0.0202203108495549,0.0147183696575149,-0.0055019411920399,0.8793492704449576,0.0472310245963482,0.0189640532125672,0.4015168710533018,0.1144801064931222,0.0472310245963482,0.0189640532125672,0.036159640861335,0.0098270953890069,0.1574291536107337,0.0641981410532147,0.4269607758088666,0.0641981410532147,0.4269607758088666,0.1574291536107337,0.7497086949647309,0.3756352856938725,0.4697888608459986,0.3756352856938725,0.4697888608459986,0.7497086949647309,0.7347249966273811,0.647073571452708,0.0011479346199711055,0.3042421748831043,-0.3114371446406578,-0.3114371446406578,-0.5922795413539972
000004.XSHE,2024-02-19,72.67,75.35,366758.0,75.5,72.67,76.17,77.44,207628.0,77.51,76.17,0.0368790422457684,0.0166732309308126,-0.0202058113149558,0.5661171671783574,0.0389431677445988,0.0175922279112511,0.4517410608871466,0.0157929661579299,0.0389431677445988,0.0175922279112511,0.036159640861335,0.0098270953890069,0.3772396150615652,0.2770436605300783,0.3775893613565818,0.2770436605300783,0.3775893613565818,0.3772396150615652,0.7504238572747596,0.3676990358556625,0.4689929136669369,0.3676990358556625,0.4689929136669369,0.7504238572747596,0.7347249966273811,0.3214869996202895,0.0005703309067410119,0.30904706125484815,-0.09065537532558421,-0.09065537532558421,-0.37318424221319435
000004.XSHE,2024-02-20,77.51,76.54,252564.0,78.18,74.98,79.08,78.56,173352.0,79.15,77.81,-0.0125145142562249,-0.0065756196256954,0.0059388946305295,0.6863686036014633,0.0412849954844536,0.016944865958523,0.4104364251391004,0.0331852626077866,0.0412849954844536,0.016944865958523,0.036159640861335,0.0098270953890069,0.3109347121462381,0.1859803341460292,0.4179290424611034,0.1859803341460292,0.4179290424611034,0.3109347121462381,0.7160853682681616,0.35225244871379,0.4551378801773429,0.35225244871379,0.4551378801773429,0.7160853682681616,0.7347249966273811,0.40528120966435194,0.000718985215781572,0.319302869140755,-0.1662721145677608,-0.1662721145677608,-0.4051506561219235
000004.XSHE,2024-02-21,77.44,79.08,245301.0,79.82,76.77,80.64,80.27,229478.0,81.53,79.67,0.0211776859504132,-0.0045882936507937,-0.0257659796012069,0.9354955748243994,0.0393853305785123,0.0230654761904761,0.5856362217017959,0.0442589782498734,0.0393853305785123,0.0230654761904761,0.036159640861335,0.0098270953890069,0.9996120419027824,0.0333270848113895,0.2612815176786812,0.0333270848113895,0.2612815176786812,0.9996120419027824,0.7160942857221781,0.3442531154460677,0.4671788057499751,0.3442531154460677,0.4671788057499751,0.7160942857221781,0.7347249966273811,0.15273012804858802,0.0002709494085904077,0.33343488788117787,-0.31092603063467816,-0.31092603063467816,0.28351775618060426
000004.XSHE,2024-02-22,79.3,82.58,325963.0,83.62,79.3,82.65,83.92,324211.0,85.11,82.65,0.0413619167717528,0.0153660012099213,-0.0259959155618315,0.9946251568429546,0.0544766708701135,0.029764065335753,0.5463635141493557,0.0405667231775248,0.0544766708701135,0.029764065335753,0.036159640861335,0.0098270953890069,0.4581753523318919,0.0026946632747126,0.2933221316188292,0.0026946632747126,0.2933221316188292,0.4581753523318919,0.6890477784998831,0.3304490287776639,0.461650552364843,0.3304490287776639,0.461650552364843,0.6890477784998831,0.7347249966273811,0.23182768473486592,0.0004112716651020716,0.34696124867558265,-0.32775436550295134,-0.32775436550295134,-0.2308724261679912
000004.XSHE,2024-02-23,84.74,85.93,345875.0,87.12,84.29,88.76,88.83,159775.0,89.13,88.24,0.0140429549209347,0.0007886435331229,-0.0132543113878118,0.4619443440549331,0.0333962709464243,0.0100270392068499,0.3002442764623548,0.0519027115093679,0.0333962709464243,0.0100270392068499,0.036159640861335,0.0098270953890069,0.8930514748017634,0.3680411351652716,0.5380486004199402,0.3680411351652716,0.5380486004199402,0.8930514748017634,0.6837388424693879,0.3381702331501738,0.4777603163343706,0.3381702331501738,0.4777603163343706,0.6837388424693879,0.7347249966273811,0.09726489373964184,0.0001725518453502563,0.3649694782705215,0.02987090201509779,0.02987090201509779,0.20931263233237551
000004.XSHE,2024-02-26,89.35,90.39,322590.0,90.62,88.01,91.36,91.81,170725.0,93.08,91.36,0.0116396194739788,0.0049255691768826,-0.0067140502970961,0.5292321522675842,0.0292109681029658,0.0188266199649737,0.6445051700652882,0.0338533023564553,0.0292109681029658,0.0188266199649737,0.036159640861335,0.0098270953890069,0.4050662974956336,0.3078458996724639,0.2161263146717918,0.3078458996724639,0.2161263146717918,0.4050662974956336,0.6682985842504141,0.3404727983154199,0.4555279524244155,0.3404727983154199,0.4555279524244155,0.6682985842504141,0.7347249966273811,0.28922471033461433,0.0005130963040243467,0.3773249003692912,-0.03262689864295598,-0.03262689864295598,-0.2632322867547805
000004.XSHE,2024-02-27,93.08,93.45,362664.0,94.34,92.33,100.97,100.97,14385.0,100.97,100.97,0.0039750752041255,0.0,-0.0039750752041255,0.0396648137118655,0.0215943274602493,1e-05,0.0004630845771144,0.1115034777956125,0.0215943274602493,0.0,0.036159640861335,0.0098270953890069,0.9974906370676148,0.9236969200044636,0.9986120317620258,0.9236969200044636,0.9986120317620258,0.9974906370676148,0.7177416927880218,0.3842188332659266,0.5051495992613575,0.3842188332659266,0.5051495992613575,0.7177416927880218,0.7347249966273811,0.1516925020210736,0.00026910861815773285,0.4193979390193502,0.5394780867385369,0.5394780867385369,0.27974894427959296
000004.XSHE,2024-02-28,104.24,103.87,1174538.0,107.15,101.94,92.33,90.84,198442.0,93.08,90.84,-0.0035495011511894,-0.0161377667063792,-0.0125882655551897,0.1689532394865044,0.0499808135072909,0.0242608036391204,0.4854023361500798,-0.1146625589679407,0.0499808135072909,0.0242608036391204,0.036159640861335,0.0098270953890069,0.6390868848520382,0.7109324243564296,0.3463898950167646,0.7109324243564296,0.3463898950167646,0.6390868848520382,0.6998092457399203,0.3925083524728127,0.4840318856000118,0.3925083524728127,0.4840318856000118,0.6998092457399203,0.7347249966273811,0.06961463714084509,0.00012349917467853642,0.37130869810551115,0.3184240718836169,0.3184240718836169,-0.060722360887882076
000004.XSHE,2024-02-29,83.92,91.96,768785.0,93.75,83.92,92.26,93.08,171036.0,93.08,92.18,0.0958055290753097,0.0088879254281377,-0.0869176036471719,0.2224757246824534,0.1171353670162058,0.0097550401040536,0.0832800575312496,0.0388212266202696,0.1171353670162058,0.0097550401040536,0.036159640861335,0.0098270953890069,0.8301311934680249,0.636024306749519,0.8461779544205182,0.636024306749519,0.8461779544205182,0.8301311934680249,0.7202856221845793,0.4122312380924341,0.4998925431330002,0.4122312380924341,0.4998925431330002,0.7202856221845793,0.7347249966273811,0.0609676389230616,0.00010815905100336082,0.38572335722074247,0.22379306865708493,0.22379306865708493,0.10984557128344563
000004.XSHE,2024-03-01,95.01,95.53,705529.0,97.99,93.08,95.53,95.23,194549.0,95.76,94.64,0.0054731080938848,-0.0031403747513869,-0.0086134828452717,0.2757491187463591,0.0516787706557204,0.0117240657385115,0.226864253730342,-0.0140270072228619,0.0516787706557204,0.0117240657385115,0.036159640861335,0.0098270953890069,0.9988403757299196,0.5677063543318723,0.6300728241962571,0.5677063543318723,0.6300728241962571,0.9988403757299196,0.7203147189837866,0.4301378397530554,0.5062755633309195,0.4301378397530554,0.5062755633309195,0.7203147189837866,0.7347249966273811,0.15235298292418442,0.0002702803379249434,0.3803128129029806,0.13756851457881691,0.13756851457881691,0.27852565674613294
000004.XSHE,2024-03-04,95.23,94.19,374995.0,96.8,93.6,96.95,97.54,219325.0,97.54,96.8,-0.0109209282789037,0.0060856111397628,0.0170065394186665,0.5848744649928665,0.0336028562427806,0.0076328004125839,0.2271473697782388,0.0079626287291645,0.0336028562427806,0.0076328004125839,0.036159640861335,0.0098270953890069,0.9994123364478544,0.261929600210965,0.6296434082064493,0.261929600210965,0.6296434082064493,0.9994123364478544,0.7203041945299141,0.4153988098257912,0.5161191361876041,0.4153988098257912,0.5161191361876041,0.7203041945299141,0.7347249966273811,0.15263255593807723,0.0002707763117301117,0.38334110263307125,-0.15346920961482619,-0.15346920961482619,0.2791081419179403
000004.XSHE,2024-03-05,96.13,94.94,322588.0,96.95,94.79,93.45,93.82,189981.0,93.97,92.48,-0.0123790700093622,0.0039593365436061,0.0163384065529684,0.5889276724490682,0.0224695724539685,0.0159443552701979,0.7095976259833925,0.0587739625026331,0.0224695724539685,0.0159443552701979,0.036159640861335,0.0098270953890069,0.999388319591417,0.2587105345766382,0.1698217118929944,0.2587105345766382,0.1698217118929944,0.999388319591417,0.7643835262248648,0.411147186007828,0.50690536545093,0.411147186007828,0.50690536545093,0.7643835262248648,0.7347249966273811,0.1526208202661885,0.00027075549217474114,0.4058715782249454,-0.15243665143118984,-0.15243665143118984,0.23500479336655222
000004.XSHE,2024-03-06,92.11,100.52,379762.0,100.52,91.88,103.2,103.2,118482.0,103.2,103.2,0.091303875800673,0.0,-0.091303875800673,0.311990141193695,0.0938008902399305,1e-05,0.0001066087962962,-0.0118384401114205,0.0938008902399305,0.0,0.036159640861335,0.0098270953890069,0.999890487618532,0.5244016987555414,0.9996802417891872,0.5244016987555414,0.9996802417891872,0.999890487618532,0.7644319305847403,0.4174926843445271,0.5209859010003758,0.4174926843445271,0.5209859010003758,0.7644319305847403,0.7347249966273811,0.15286613358296489,0.0002711906878951216,0.40106669185320165,0.10690901441101436,0.10690901441101436,0.2354585570337917
000004.XSHE,2024-03-07,100.07,99.33,1348499.0,102.53,99.03,98.29,97.62,388707.0,98.36,96.95,-0.0073948236234635,-0.0068165632312544,0.000578260392209,0.2882516041910302,0.0349755171380034,0.0143453047105503,0.4101527549670789,-0.0315111245343803,0.0349755171380034,0.0143453047105503,0.036159640861335,0.0098270953890069,0.0406613221422365,0.5524917597535784,0.418201271626652,0.5524917597535784,0.418201271626652,0.0406613221422365,0.7164770232795121,0.4086979004938584,0.4919219785147651,0.4086979004938584,0.4919219785147651,0.7164770232795121,0.7347249966273811,0.895108291958969,0.001587958220355167,0.38842862937962347,0.14379385925972005,0.14379385925972005,-0.6758157011372756
000004.XSHE,2024-03-08,97.62,96.2,422672.0,98.51,95.31,99.26,98.73,266665.0,99.63,98.73,-0.0145461995492727,-0.0053395123916985,0.0092066871575741,0.6309029223606011,0.032780167998361,0.009067096514205,0.276603113036467,0.0085239085239083,0.032780167998361,0.009067096514205,0.036159640861335,0.0098270953890069,0.4627473088115421,0.2263145602190755,0.5665222455480109,0.2263145602190755,0.5665222455480109,0.4627473088115421,0.6896279144035805,0.39108428746527,0.4890408174741023,0.39108428746527,0.4890408174741023,0.6896279144035805,0.7347249966273811,0.2271245984851098,0.0004029282003633024,0.3917395594845225,-0.16476972724619451,-0.16476972724619451,-0.22688060559203843
000004.XSHE,2024-03-11,97.02,97.02,331466.0,98.29,96.05,99.78,101.41,672468.0,102.31,99.7,0.0,0.016335939065945,0.016335939065945,2.0287691648615542,0.0230880230880231,0.0261575466025255,1.1329487372218834,0.0445269016697589,0.0230880230880231,0.0261575466025255,0.036159640861335,0.0098270953890069,0.9993882272557328,0.3396657549167608,0.0623183029612051,0.3396657549167608,0.0623183029612051,0.9993882272557328,0.6896329765423999,0.3911271524059379,0.4896194412037432,0.3911271524059379,0.4896194412037432,0.6896329765423999,0.7347249966273811,0.1526207751463635,0.00027075541213035135,0.4091825083298445,-0.05146139748917705,-0.05146139748917705,0.309755250713333
000004.XSHE,2024-03-12,100.67,101.34,400024.0,102.23,100.07,101.56,101.64,218153.0,102.16,101.41,0.0066554087612993,0.0007877116975186,-0.0058676970637806,0.5453497790132592,0.021456243170756,0.0073847971642378,0.3441794122795484,0.0044404973357017,0.021456243170756,0.0073847971642378,0.036159640861335,0.0098270953890069,0.7872805888758149,0.2942053813018892,0.4877275080250971,0.2942053813018892,0.4877275080250971,0.7872805888758149,0.6790021210802867,0.3586104988397005,0.4640208867035141,0.3586104988397005,0.4640208867035141,0.6790021210802867,0.7347249966273811,0.034530258920481595,6.125807234314457e-05,0.4109994821678989,-0.06440511753781125,-0.06440511753781125,0.10827846779552819
000004.XSHE,2024-03-13,100.74,101.79,428529.0,103.2,100.67,103.65,102.98,226685.0,103.65,102.83,0.0104228707564027,-0.0064640617462614,-0.0168869325026642,0.5289840360862392,0.0251141552511415,0.0079112397491558,0.3150111827391159,0.0278023381471657,0.0251141552511415,0.0079112397491558,0.036159640861335,0.0098270953890069,0.9994081766025624,0.3080581306213228,0.5207419345774672,0.3080581306213228,0.5207419345774672,0.9994081766025624,0.7177562359577094,0.3680927823147225,0.4848209227962461,0.3680927823147225,0.4848209227962461,0.7177562359577094,0.7347249966273811,0.1526305232815312,0.0002707727057153977,0.4224262287494408,-0.060034651693399665,-0.060034651693399665,0.281651940644853
